template_id,canonical_sql,count
2197,SELECT SUM(CASE WHEN table_alias0.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = boolean AND table_alias0.col_name = string,1
2198,SELECT SUM(CASE WHEN table_alias0.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name > num,1
2199,SELECT SUM(CASE WHEN table_alias0.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.date LIKE string,1
2200,SELECT SUM(CASE WHEN table_alias0.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name,1
2201,SELECT SUM(CASE WHEN table_alias0.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias1.col_name WHERE table_alias2.col_name = string,1
2202,"SELECT SUM(CASE WHEN table_alias0.col_name = string THEN num ELSE num END), SUM(CASE WHEN table_alias0.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string",1
2203,"SELECT SUM(CASE WHEN table_alias0.col_name = string THEN num ELSE num END)as column_alias0 FROM table_name AS table_alias0 INNER JOIN ( SELECT col_name, COUNT(col_name) AS column_alias1 FROM table_name GROUP BY col_name ) AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.column_alias1 >= num",1
2204,"SELECT SUM(CASE WHEN table_alias0.col_name = string THEN num ELSE num END)as column_alias0 FROM table_name AS table_alias0 INNER JOIN ( SELECT col_name, COUNT(col_name) FROM table_name WHERE col_name = string GROUP BY col_name HAVING COUNT(col_name) = num ) AS table_alias1 ON table_alias0.col_name = table_alias1.col_name",1
2205,SELECT SUM(CASE WHEN table_alias0.col_name = string THEN num ELSE num END)as column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string,1
2206,SELECT SUM(CASE WHEN table_alias0.col_name = string THEN num ELSE num END)as column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias0.col_name = string,1
2207,SELECT SUM(CASE WHEN table_alias0.col_name = string then num ELSE num END)as column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string,1
2208,"SELECT SUM(CASE WHEN table_alias0.col_name > num AND table_alias0.col_name <= num THEN num ELSE num END), SUM(CASE WHEN table_alias0.col_name > num AND table_alias0.col_name <= num THEN num ELSE num END) AS column_alias0 , SUM(CASE WHEN table_alias0.col_name > num THEN num ELSE num END) AS column_alias1 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string",1
2209,SELECT SUM(CASE WHEN table_alias0.col_name > num THEN num ELSE num END) - SUM(CASE WHEN table_alias0.col_name = num THEN num ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string,1
2210,"SELECT SUM(CASE WHEN table_alias0.col_name IN (string, string) THEN num ELSE num end)as column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string",1
2211,SELECT SUM(CASE WHEN table_alias0.col_name LIKE string THEN num ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string,1
2212,SELECT SUM(CASE WHEN table_alias0.col_name LIKE string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string,1
2213,SELECT SUM(CASE WHEN table_alias0.date = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name,1
2214,SELECT SUM(CASE WHEN table_alias1.`Order col_name` > num AND table_alias0.`col_name col_name` = string THEN num ELSE num END) FROM `col_name col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name,1
2215,SELECT SUM(CASE WHEN table_alias1.`col_name col_name` = string AND table_alias0.`col_name col_name` = string AND table_alias1.col_name LIKE string THEN num ELSE num END) FROM `col_name col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name,1
2216,SELECT SUM(CASE WHEN table_alias1.col_name < col_name THEN num ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN `col_name col_name` AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias1.col_name = string AND table_alias2.col_name = string,1
2217,SELECT SUM(CASE WHEN table_alias1.col_name < num THEN num ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string,1
2218,SELECT SUM(CASE WHEN table_alias1.col_name < num THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name = string,1
2219,SELECT SUM(CASE WHEN table_alias1.col_name = boolean THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias0.col_name = string AND table_alias2.col_name = string AND table_alias2.col_name = string,1
2220,SELECT SUM(CASE WHEN table_alias1.col_name = boolean THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string,1
2221,SELECT SUM(CASE WHEN table_alias1.col_name = boolean THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string AND col_name = string AND table_alias1.col_name = string,1
2222,SELECT SUM(CASE WHEN table_alias1.col_name = boolean THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name > num,1
2223,SELECT SUM(CASE WHEN table_alias1.col_name = boolean THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias0.col_name = string AND table_alias0.col_name = string,1
2224,SELECT SUM(CASE WHEN table_alias1.col_name = num THEN num ELSE num END) - SUM(CASE WHEN table_alias1.col_name = num THEN num ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string,1
2225,SELECT SUM(CASE WHEN table_alias1.col_name = num THEN num ELSE num END) - SUM(CASE WHEN table_alias1.col_name = num THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = num,1
2226,SELECT SUM(CASE WHEN table_alias1.col_name = num THEN num ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN `table_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string,1
2227,SELECT SUM(CASE WHEN table_alias1.col_name = num THEN num ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN `col_name col_name` AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias1.col_name = string AND table_alias2.col_name = string,1
2228,SELECT SUM(CASE WHEN table_alias1.col_name = num THEN num ELSE num END) FROM `col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias1.col_name = table_alias0.col_name OR table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name = string,1
2229,SELECT SUM(CASE WHEN table_alias1.col_name = num THEN table_alias0.col_name ELSE num END) - SUM(CASE WHEN table_alias1.col_name = num THEN table_alias0.col_name ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name,1
2230,SELECT SUM(CASE WHEN table_alias1.col_name = num THEN table_alias1.col_name ELSE num END) - SUM(CASE WHEN table_alias1.col_name = num THEN table_alias1.col_name ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name = string;,1
2231,SELECT SUM(CASE WHEN table_alias1.col_name = num THEN table_alias1.col_name ELSE num END) - SUM(CASE WHEN table_alias1.col_name = num THEN table_alias1.col_name ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name = string,1
2232,SELECT SUM(CASE WHEN table_alias1.col_name = num THEN table_alias1.col_name ELSE num END) - SUM(CASE WHEN table_alias1.col_name = num THEN table_alias1.col_name ELSE num END) FROM table_name table_alias0,1
2233,"SELECT SUM(CASE WHEN table_alias1.col_name = num THEN table_alias1.col_name ELSE num END), SUM(CASE WHEN table_alias1.col_name = num THEN table_alias1.col_name ELSE num END), SUM(CASE WHEN table_alias1.col_name = num THEN table_alias1.col_name ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = boolean AND table_alias1.col_name = string AND table_alias0.col_name = string",1
2234,"SELECT SUM(CASE WHEN table_alias1.col_name = string THEN col_name ELSE NULL END) / COUNT(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) AS column_alias0 , SUM(CASE WHEN col_name = string THEN col_name ELSE NULL END) / COUNT(CASE WHEN col_name = string THEN col_name ELSE NULL END) AS column_alias1 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name IN (string, string)",1
2235,"SELECT SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) , SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name",1
2236,"SELECT SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) - SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN `table_name-col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = boolean AND strftime(string, table_alias0.col_name) BETWEEN string AND string",1
2237,SELECT SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) - SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name < num,1
2238,SELECT SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) - SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string,1
2239,SELECT SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN `col_name col_name` AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string,1
2240,SELECT SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string,1
2241,SELECT SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias0.col_name HAVING COUNT(table_alias0.col_name) > num,1
2242,SELECT SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.date LIKE string AND table_alias1.col_name = string,1
2243,SELECT SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name IS NULL AND table_alias1.col_name = string AND date LIKE string,1
2244,SELECT SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END)as column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = num AND table_alias0.col_name = string,1
2245,SELECT SUM(CASE WHEN table_alias1.col_name = string THEN table_alias0.col_name ELSE num END) / SUM(CASE WHEN table_alias1.col_name = string THEN table_alias0.col_name ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name,1
2246,SELECT SUM(CASE WHEN table_alias1.col_name = string THEN table_alias0.col_name ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name,1
2247,SELECT SUM(CASE WHEN table_alias2.`col_name col_name` = num AND table_alias0.`col_name col_name` = string THEN num ELSE num END) FROM `col_name col_name` AS table_alias2 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias2.col_name,1
2248,SELECT SUM(CASE WHEN table_alias2.col_name = num THEN num ELSE num END) - SUM(CASE WHEN table_alias2.col_name > num THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name WHERE table_alias1.col_name = string,1
2249,SELECT SUM(CASE WHEN table_alias2.col_name = string THEN num ELSE num END) - SUM(CASE WHEN table_alias2.col_name = string THEN num ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias1.col_name = string AND table_alias1.col_name = string,1
2250,SELECT SUM(CASE WHEN table_alias2.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name,1
2251,SELECT SUM(CASE WHEN table_alias2.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name INNER JOIN table_name AS table_alias3 ON table_alias0.col_name = table_alias3.col_name WHERE table_alias3.col_name = string,1
2252,SELECT SUM(CASE WHEN table_alias2.col_name = string THEN table_alias0.col_name ELSE num END) - SUM(CASE WHEN table_alias2.col_name = string THEN table_alias0.col_name ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name,1
2253,SELECT SUM(CASE WHEN table_alias2.col_name > num THEN col_name ELSE num END) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias1.col_name = num AND table_alias0.col_name = num,1
2254,"SELECT SUM(CASE WHEN table_alias2.col_name LIKE string THEN num ELSE num END) AS string , CAST(SUM(CASE WHEN table_alias2.col_name LIKE string THEN num ELSE num END) AS column_alias0) * num / COUNT(table_alias2.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name",1
2255,SELECT SUM(CASE WHEN table_alias3.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name INNER JOIN table_name AS table_alias3 ON table_alias0.col_name = table_alias3.col_name WHERE table_alias2.col_name IS NULL,1
2256,"SELECT SUM(CAST(REPLACE(SUBSTR(table_alias0.col_name, num), string, string) AS column_alias0)) / num AS column_alias1, table_alias0.col_name, table_alias0.col_name , table_alias1.col_name, table_alias2.col_name FROM table_name AS table_alias0  INNER JOIN table_name AS table_alias1  ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2  ON table_alias0.col_name = table_alias2.col_name WHERE CAST(REPLACE(SUBSTR(table_alias0.col_name, num), string, string) AS column_alias0) = ( SELECT MAX(CAST(REPLACE(SUBSTR(table_alias0.col_name, num), string, string) AS column_alias0)) FROM table_name AS table_alias0  INNER JOIN table_name AS table_alias1  ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2  ON table_alias0.col_name = table_alias2.col_name )",1
2257,"SELECT SUM(CAST(REPLACE(trim(col_name, string), string, string) AS column_alias0)) / SUM(CAST(REPLACE(trim(col_name, string), string, string) AS column_alias0)) FROM table_name WHERE SUBSTR(col_name, LENGTH(col_name) - num, LENGTH(col_name)) = string GROUP BY SUBSTR(col_name, LENGTH(col_name) - num, LENGTH(col_name)) = string",1
2258,"SELECT SUM(CAST(REPLACE(trim(table_alias0.col_name, string), string, string) AS column_alias0)) / COUNT(table_alias0.col_name) FROM `col_name-col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias1.`col_name-col_name` = string",1
2259,SELECT SUM(CAST(col_name * col_name AS column_alias0) / num) FROM table_name WHERE year = num,1
2260,SELECT SUM(CAST(col_name * col_name AS column_alias0) / num) FROM table_name WHERE year BETWEEN num AND num AND col_name = num,1
2261,SELECT SUM(DISTINCT table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string,1
2262,"SELECT SUM(REPLACE(table_alias1.`col_name col_name`, string, string) - REPLACE(table_alias1.`col_name col_name`, string, string)) / COUNT(table_alias1.col_name) FROM `col_name col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.`col_name col_name` = string AND table_alias1.`Order col_name` > num",1
2263,"SELECT SUM(REPLACE(table_alias1.`col_name col_name`, string, string) - REPLACE(table_alias1.`col_name col_name`, string, string)) / COUNT(table_alias1.col_name) FROM `col_name col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.`col_name col_name` = string AND table_alias1.`col_name col_name` = string",1
2264,"SELECT SUM(REPLACE(table_alias1.`col_name col_name`, string, string) - REPLACE(table_alias1.`col_name col_name`, string, string)) FROM `col_name col_name` AS table_alias1 INNER JOIN table_name AS table_alias0 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name LIKE string AND table_alias0.`col_name col_name` = string",1
2265,SELECT SUM(`col_name col_name col_name and col_name`) / SUM(col_name) * num FROM table_name WHERE year = num,1
2266,"SELECT SUM(col_name(STRFTIME(string, date) = string, num, num)) - SUM(col_name(STRFTIME(string, date) = string, num, num)) FROM table_name WHERE col_name = string",1
2267,"SELECT SUM(col_name(`Order col_name` > num, num, num)) FROM `col_name col_name`",1
2268,"SELECT SUM(col_name(col_name = boolean, num, num)) , SUM(col_name(col_name = boolean, num, num)) , CAST(SUM(col_name(col_name = num, num, num)) AS column_alias0) * num / COUNT(*) , CAST(SUM(col_name(col_name = num, num, num)) AS column_alias0) * num / COUNT(*), ( SELECT col_name FROM table_name WHERE col_name = num ) , ( SELECT col_name FROM table_name WHERE col_name = num ) FROM table_name WHERE col_name IN ( SELECT col_name FROM table_name WHERE col_name = num )",1
2269,"SELECT SUM(col_name(col_name = col_name, num, num)) FROM table_name",1
2270,"SELECT SUM(col_name(col_name = num AND col_name = string, num, num)) FROM table_name",1
2271,"SELECT SUM(col_name(col_name = num AND date = string, col_name - col_name, num)) FROM table_name",1
2272,"SELECT SUM(col_name(col_name = num AND date = string, col_name, num)) FROM table_name",1
2273,"SELECT SUM(col_name(col_name = string, num, num)) - SUM(col_name(col_name = string, num, num)) AS column_alias0 FROM `col_name col_name`",1
2274,"SELECT SUM(col_name(col_name = string, num, num)) - SUM(col_name(col_name = string, num, num)) AS column_alias0 FROM table_name WHERE col_name < num",1
2275,"SELECT SUM(col_name(col_name = string, num, num)) - SUM(col_name(col_name = string, num, num)) FROM table_name WHERE Date > num",1
2276,"SELECT SUM(col_name(col_name = string, num, num)) FROM `col_name col_name`",1
2277,"SELECT SUM(col_name(col_name LIKE string AND `col_name col_name` = string, num, num)) FROM `col_name col_name`",1
2278,"SELECT SUM(col_name(table_alias0.`group` = string, num, num)) / COUNT(table_alias0.col_name) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string",1
2279,"SELECT SUM(col_name(table_alias0.col_name = boolean, num, num)) , table_alias2.col_name, table_alias2.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias1.col_name = num GROUP BY table_alias2.col_name, table_alias2.col_name",1
2280,"SELECT SUM(col_name(table_alias0.col_name = boolean, num, num)) / SUM(col_name(table_alias0.col_name = boolean, num, num)) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias1.col_name = string",1
2281,"SELECT SUM(col_name(table_alias0.col_name = string, num, num)) * num / COUNT(table_alias1.col_name) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name",1
2282,"SELECT SUM(col_name(table_alias1.col_name = num, num, num)) - SUM(col_name(table_alias1.col_name = num, num, num)) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string",1
2283,"SELECT SUM(col_name(table_alias1.col_name = string, column_alias0, column_alias0)) + SUM(col_name(table_alias1.col_name = string, column_alias0, column_alias0)) + SUM(col_name(table_alias1.col_name = string, column_alias0, column_alias0)) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name",1
2284,"SELECT SUM(col_name(table_alias1.col_name = string, num, num)) - SUM(col_name(table_alias1.col_name = string, num, num)) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name",1
2285,"SELECT SUM(col_name(table_alias1.col_name = string, num, num)) / SUM(col_name(table_alias1.col_name = string, num, num)) AS column_alias0 FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name",1
2286,"SELECT SUM(col_name(table_alias2.col_name IS NULL, num, num)) AS string FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name LEFT JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias0.col_name = string",1
2287,SELECT SUM(col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias1.col_name = num AND table_alias2.col_name = num AND table_alias0.col_name < num,1
2288,SELECT SUM(col_name) FROM table_name GROUP BY col_name ORDER BY SUM(col_name) DESC LIMIT num,1
2289,"SELECT SUM(col_name) FROM table_name WHERE SUBSTR(`date`, num, num) = string AND SUBSTR(`date`, num, num) = string AND col_name = num AND col_name = num",1
2290,"SELECT SUM(col_name) FROM table_name WHERE SUBSTR(col_name, num, num) = string",1
2291,SELECT SUM(col_name) FROM table_name WHERE col_name = boolean,1
2292,SELECT SUM(col_name) FROM table_name WHERE col_name = num,1
2293,SELECT SUM(col_name) FROM table_name WHERE col_name = string,1
2294,SELECT SUM(col_name) FROM table_name WHERE col_name = string AND year = string GROUP BY col_name ORDER BY SUM(col_name) DESC LIMIT num,1
2295,SELECT SUM(col_name) FROM table_name WHERE col_name BETWEEN num AND num,1
2296,"SELECT SUM(col_name) FROM table_name WHERE col_name IN (string, string)",1
2297,SELECT SUM(col_name) FROM table_name WHERE col_name LIKE string AND col_name = string AND col_name = num,1
2298,"SELECT SUM(col_name), year FROM table_name GROUP BY year, col_name ORDER BY SUM(col_name) DESC LIMIT num",1
2299,SELECT SUM(table_alias0.col_name * num) FROM table_name AS table_alias0 WHERE table_alias0.col_name = num,1
2300,SELECT SUM(table_alias0.col_name * table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string AND table_alias1.col_name = string,1
2301,SELECT SUM(table_alias0.col_name * table_alias0.col_name) FROM table_name table_alias0 WHERE table_alias0.col_name = string,1
2302,SELECT SUM(table_alias0.col_name * table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string,1
2303,SELECT SUM(table_alias0.col_name * table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name BETWEEN num AND num,1
2304,SELECT SUM(table_alias0.col_name - table_alias0.col_name) / COUNT(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string,1
2305,SELECT SUM(table_alias0.col_name - table_alias1.col_name) / COUNT(*) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string,1
2306,SELECT SUM(table_alias0.col_name) * num / num FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string,1
